n,AbsErr,RelErr,R
3,0.0012803916996675935,0.7049390587705044,0.08534910485540027
5,0.00005808058162845575,0.03197714461647671,0.07693267068271162
10,0.000000021292961061014637,0.000011723162476518331,0.08920251887727186
25,0.00000000000005540012892879531,0.00000000003050138075166249,0.3625097456616999
50,0.0000000000000021649348980190553,0.000000000001191937724764366,8.021610628381396
