n,AbsErr,RelErr,R
3,0.0008556735318400802,16.531976225012098,0.045580252690061634
5,0.000017211251666548327,0.33252869554372844,0.027044175086069554
10,0.000000001182351155350203,0.000022843526721962783,0.011023080469901497
25,0.0000000000000001717376241217039,0.000000000003318043872193413,0.0019459619138241597
50,0.00000000000000003903127820947816,0.0000000000007541008800439575,0.00023114839184858787
