n,AbsErr,RelErr,R
3,0.010376738908670524,1.5393506526424527,0.010668638106925034
5,0.00037648368673959265,0.055849955751279455,0.002404145958834738
10,0.00000005434823779904008,0.000008062359095882685,0.0000871118348410858
25,0.000000000000003885780586188048,0.0000000000005764411087163326,0.000000010803632308891413
50,0.000000000000009769962616701378,0.0000000000014493376447724934,0.000000000000007124621451365517
